ID,barangay_name,city_name,province_name,children_m,elderly_me,women_mean,youth_mean,women_repr,phall_mean,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"2971819",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.018627629748413","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","48.477582833075225",0,0,0,0,0,0
"2971820",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.019323631391737","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","49.70015736291742",1.517112,1.166999,19.722437,9.452766,5.018128,5.018128
"2971821",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.117419690140845","0.104101704225352","0.736891746478873","0.370015169014085","0.392882985915493","0.030706805899405","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","50.744799842061305",8.33679800000001,7.39122100000001,109.550918,52.319314,27.894692,26.271077
"2973198",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.177868703770083","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","45.20687346208348",0,0,0,0,0,0
"2973199",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.042856861262408","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","46.230097933460186",0,0,0,0,0,0
"2973200",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.014489238259985","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","47.31774325517171",0,0,0,0,0,0
"2973201",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.013589747029418","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","48.37272330960244",0,0,0,0,0,0
"2973202",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.012205524467425","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","49.365439419032754",0.638784,0.491368,8.304184,3.980112,2.112896,2.112896
"2973203",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.613366","0.667487","3.896678","1.767937","2.09266","0.036357632457649","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","50.178053630438725",2.453464,2.669948,32.83312,15.586712,8.37064,7.071748
"2974578",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.131528915651143","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","42.30810870977269",0,0,0,0,0,0
"2974579",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.132269751024309","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","42.98131470508726",0,0,0,0,0,0
"2974580",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.16633972148913","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","43.949963241689744",0,0,0,0,0,0
"2974581",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.138624053883379","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","44.86246573200079",0,0,0,0,0,0
"2974582",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.00918693685445","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","45.77892403504063",0,0,0,0,0,0
"2974583",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.010555269749602","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","46.73569374516676",0,0,0,0,0,0
"2974584",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.019144934506686","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","47.7303507625534",0.159696,0.122842,2.076046,0.995028,0.528224,0.528224
"2974585",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.012304456995076","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","48.76057657865325",0.319392,0.245684,4.152092,1.990056,1.056448,1.056448
"2974586",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.038174137071805","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","49.4558631890698",0.319392,0.245684,4.152092,1.990056,1.056448,1.056448
"2975959",Ansipsip,Kayapa,Nueva Vizcaya,,,,,,"0.096276972442865","0.115191026","0.556996187","0.62651693","1.0","0","0","0","3010498","40.37398336667586",0,0,0,0,0,0
"2975960",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.163510808401043","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","41.5296540507089",0,0,0,0,0,0
"2975961",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.178058591464327","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","42.339050941469054",0,0,0,0,0,0
"2975962",Lawigan,Kayapa,Nueva Vizcaya,"2.392347","2.354373","14.581923","7.139067","7.48083","0.189029757295632","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","43.214524367826186",2.39234699990426,2.35437299990578,30.1511639987933,14.5819229994164,7.48082999970061,7.13906699971429
"2975963",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.109382053670642","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","44.134353163000235",0,0,0,0,0,0
"2975964",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.021255805690695","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","45.09582323469432",0.079848,0.061421,1.038023,0.497514,0.264112,0.264112
"2975965",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.101214631586724","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","46.09632901746411",0,0,0,0,0,0
"2975966",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.052184601100938","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","47.13338473295507",0,0,0,0,0,0
"2975967",Santa Rosa,Santa Fe,Nueva Vizcaya,"0.079848","0.061421","0.497514","0.264112","0.264112","0.033851779354133","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","48.20463147834255",0.39924,0.307105,5.190115,2.48757,1.32056,1.32056
"2975968",Santa Rosa,Santa Fe,Nueva Vizcaya,,,,,,"0.209869650385852","0.208310229","0.459050978","0.788849959","1.0","0","0","0","3010498","48.854963438532074",0,0,0,0,0,0
"2977341",Ansipsip,Kayapa,Nueva Vizcaya,"1.468319","1.743628","8.167522","4.037876","4.772036","0.070169965534107","0.115191026","0.556996187","0.62651693",,"0","1","0","3010498","39.22471315143129",1.46831899994124,1.74362799993022,18.0786729992765,8.16752199967313,4.77203599980902,4.0378759998384
"2977342",Lawigan,Kayapa,Nueva Vizcaya,,,,,,"0.140752227797077","0.134009154","0.468439314","0.711946941","1.0","0","1","0","3010498","39.86084905280194",0,0,0,0,0,0
"2977343",Lawigan,Kayapa,Nueva Vizcaya,"2.392347","2.354373","14.581922999999998","7.139067","7.48083","0.19011415158295","0.134009154","0.468439314","0.711946941","1.0","0","0","0","3010498","40.68928593365502",7.177041,7.063119,90.453492,43.745769,22.44249,21.417201
